pdb,resolution,year,affinity_raw,affinity_M,affinity_type,pKd,pocket_pdb,rna_pdb,lig_sdf,lig_mol2,n_rna_atoms,n_lig_atoms,rna_C,rna_N,rna_O,rna_P,rna_S,lig_C,lig_N,lig_O,lig_S,lig_F,lig_Cl,lig_Br,lig_I,lig_P,mol_weight,n_rings,n_hbd,n_hba,n_rot_bonds,tpsa,pocket_file,ligand_sdf,ligand_mol2,subtype,rs_subclass
4l81,2.95,2014,Kd=7.3uM,7.299999999999999e-06,KD,5.1367,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_ligand.mol2,1129,27,297,155,213,31,0,15,6,5,1,0,0,0,0,0,399.45300000000015,3.0,4.0,9.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4l81/4l81_ligand.mol2,riboswitch,SAM_SAH
4lw0,1.89,2014,Kd=8uM,8e-06,KD,5.0969,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_ligand.mol2,702,10,201,80,176,21,0,5,5,0,0,0,0,0,0,0,135.12999999999997,2.0,2.0,4.0,0.0,80.48,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lw0/4lw0_ligand.mol2,riboswitch,purine
4lvv,2.10,2014,Kd=9.6uM,9.6e-06,KD,5.0177,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_ligand.mol2,660,34,194,84,146,20,0,20,7,7,0,0,0,0,0,0,471.4300000000004,3.0,5.0,11.0,10.0,225.50000000000003,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lvv/4lvv_ligand.mol2,riboswitch,FMN_FAD
4lx6,2.15,2014,Kd=95nM,9.5e-08,KD,7.0223,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_ligand.mol2,702,12,207,77,159,22,0,6,5,1,0,0,0,0,0,0,163.13999999999996,2.0,2.0,5.0,0.0,97.55,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4lx6/4lx6_ligand.mol2,riboswitch,purine
2mg8,NMR,2014,Kd=965nM,9.65e-07,KD,6.0155,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_ligand.mol2,442,0,134,55,84,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mg8/2mg8_ligand.mol2,g_quadruplex,other_lig
4yb0,2.12,2015,Kd=0.93uM,9.3e-07,KD,6.0315,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_ligand.mol2,977,46,289,125,204,30,0,20,10,14,0,0,0,0,0,2,688.4,7.0,6.0,20.0,2.0,355.2799999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4yb0/4yb0_ligand.mol2,riboswitch,TPP
4xwf,1.80,2015,Kd=1.08uM,1.08e-06,KD,5.9666,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_ligand.mol2,609,22,165,80,141,17,0,9,4,8,0,0,0,0,0,1,336.19700000000006,2.0,4.0,10.0,5.0,209.04,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4xwf/4xwf_ligand.mol2,g_quadruplex,other_lig
4znp,2.94,2015,Kd=4.7uM,4.7e-06,KD,5.3279,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_ligand.mol2,977,22,287,121,211,30,0,9,4,8,0,0,0,0,0,1,336.19700000000006,2.0,4.0,10.0,5.0,209.04,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4znp/4znp_ligand.mol2,g_quadruplex,other_lig
5c7u,3.05,2015,Kd=42nM,4.2000000000000006e-08,KD,7.3768,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_ligand.mol2,711,10,198,84,148,21,0,5,4,1,0,0,0,0,0,0,136.11399999999998,2.0,2.0,3.0,0.0,74.43,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7u/5c7u_ligand.mol2,riboswitch,other_lig
5btp,2.82,2015,Kd=487nM,4.870000000000001e-07,KD,6.3125,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_ligand.mol2,1006,22,296,123,216,31,0,9,4,8,0,0,0,0,0,1,336.19700000000006,2.0,4.0,10.0,5.0,209.04,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5btp/5btp_ligand.mol2,g_quadruplex,other_lig
5c7w,3.22,2015,Kd=48nM,4.8000000000000006e-08,KD,7.3188,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_ligand.mol2,767,10,207,93,155,22,0,5,4,1,0,0,0,0,0,0,136.11399999999998,2.0,2.0,3.0,0.0,74.43,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5c7w/5c7w_ligand.mol2,riboswitch,other_lig
2mxs,NMR,2015,Kd=5.1uM,5.1e-06,KD,5.2924,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_ligand.mol2,729,42,216,79,166,23,0,23,5,14,0,0,0,0,0,0,620.6740000000003,4.0,13.0,14.0,9.0,355.4199999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2mxs/2mxs_ligand.mol2,ribosomal_asite,other_lig
4rzd,2.75,2015,Kd=6.5nM,6.5e-09,KD,8.1871,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_ligand.mol2,703,13,210,84,151,22,0,7,5,1,0,0,0,0,0,0,180.191,2.0,4.0,3.0,1.0,115.2,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4rzd/4rzd_ligand.mol2,riboswitch,FMN_FAD
4yaz,2.00,2015,Kd=66.7nM,6.670000000000002e-08,KD,7.1759,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_ligand.mol2,961,45,279,120,217,29,0,20,10,13,0,0,0,0,0,2,672.4010000000001,7.0,5.0,20.0,2.0,335.30999999999995,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/4yaz/4yaz_ligand.mol2,riboswitch,other_lig
2n0j,NMR,2016,Kd=0.33uM,3.3e-07,KD,6.4815,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_ligand.mol2,699,31,207,77,158,22,0,17,4,10,0,0,0,0,0,0,458.5090000000001,3.0,10.0,10.0,6.0,268.86,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/2n0j/2n0j_ligand.mol2,ribosomal_asite,other_lig
5cdb,1.70,2016,Kd=1.1uM,1.1e-06,KD,5.9586,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_ligand.mol2,488,41,149,66,91,13,0,36,1,4,0,0,0,0,0,0,544.6710000000003,7.0,0.0,4.0,8.0,40.8,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5cdb/5cdb_ligand.mol2,g_quadruplex,other_lig
5lwj,NMR,2016,Kd=2863nM,2.8630000000000004e-06,KD,5.5432,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_ligand.mol2,552,32,164,71,115,17,0,10,5,14,0,0,0,0,0,3,519.1490000000002,3.0,4.0,17.0,8.0,310.4199999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5lwj/5lwj_ligand.mol2,other_misc,other_lig
5uzz,NMR,2017,Kd=200nM,2.0000000000000002e-07,KD,6.699,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_ligand.mol2,893,126,266,103,197,27,0,75,36,15,0,0,0,0,0,0,1794.2460000000012,3.0,35.0,15.0,36.0,883.1699999999998,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5uzz/5uzz_ligand.mol2,other_misc,other_lig
5kpy,2.00,2017,Kd=3.9uM,3.9e-06,KD,5.4089,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_ligand.mol2,826,16,210,101,199,22,0,11,2,3,0,0,0,0,0,0,220.22799999999995,2.0,3.0,3.0,3.0,103.79,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5kpy/5kpy_ligand.mol2,aptamer,other_lig
5uee,1.90,2017,Kd~0.2mM,0.0002,KD,3.699,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_ligand.mol2,277,51,81,29,62,7,0,20,10,18,0,0,0,0,0,3,785.3859999999997,6.0,8.0,24.0,12.0,435.87,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5uee/5uee_ligand.mol2,other_misc,other_lig
5v3f,1.70,2017,Kd~3nM,3e-09,KD,8.5229,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_ligand.mol2,713,52,197,93,182,20,0,38,6,6,2,0,0,0,0,0,751.9960000000003,6.0,4.0,9.0,21.0,134.14,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5v3f/5v3f_ligand.mol2,aptamer,other_lig
5z80,NMR,2018,IC50=1.22uM,1.22e-06,IC50,5.9136,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_ligand.mol2,682,61,210,93,123,20,0,45,13,0,0,0,0,0,0,0,1379.3879999999992,6.0,9.0,5.0,18.0,255.96,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5z80/5z80_ligand.mol2,other_misc,other_lig
6d2u,NMR,2018,Kd<0.18nM,1.8e-10,KD,9.7447,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_ligand.mol2,801,118,237,93,177,25,0,72,31,15,0,0,0,0,0,0,1680.114,3.0,30.0,15.0,31.0,783.5299999999999,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6d2u/6d2u_ligand.mol2,other_misc,other_lig
6dmc,2.20,2018,Kd=0.51uM,5.1e-07,KD,6.2924,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_ligand.mol2,1098,36,306,125,281,35,0,10,5,17,0,0,0,0,0,4,597.1120000000002,3.0,3.0,20.0,10.0,362.61,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6dmc/6dmc_ligand.mol2,riboswitch,TPP
6c65,2.80,2018,Kd=0.9nM,9e-10,KD,9.0458,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_ligand.mol2,869,29,259,127,170,25,0,23,3,2,1,0,0,0,0,0,406.5310000000004,4.0,1.0,4.0,6.0,45.45,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c65/6c65_ligand.mol2,aptamer,other_lig
6c63,2.90,2018,Kd=1.1nM,1.1e-09,KD,8.9586,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_ligand.mol2,872,29,260,130,168,25,0,23,3,2,1,0,0,0,0,0,406.5310000000004,4.0,1.0,4.0,6.0,45.45,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c63/6c63_ligand.mol2,aptamer,other_lig
6c64,3.00,2018,Kd=1.4nM,1.4e-09,KD,8.8539,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_ligand.mol2,873,24,260,130,169,26,0,21,2,0,1,0,0,0,0,0,331.46400000000017,4.0,0.0,2.0,2.0,7.12,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6c64/6c64_ligand.mol2,aptamer,other_lig
6ck4,3.10,2018,Kd=1.8uM,1.8e-06,KD,5.7447,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_ligand.mol2,1079,36,317,127,234,34,0,10,5,17,0,0,0,0,0,4,597.1120000000002,3.0,3.0,20.0,10.0,362.61,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck4/6ck4_ligand.mol2,riboswitch,TPP
5w77,NMR,2018,Kd=16.5uM,1.6499999999999998e-05,KD,4.7825,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_ligand.mol2,589,32,180,81,107,17,0,24,2,3,0,3,0,0,0,0,447.4770000000005,4.0,3.0,3.0,4.0,66.91,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/5w77/5w77_ligand.mol2,other_misc,other_lig
6ck5,2.49,2018,Kd=2.0uM,2e-06,KD,5.699,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_ligand.mol2,1018,22,299,127,218,31,0,5,0,14,0,0,0,0,0,3,385.0270000000001,1.0,2.0,14.0,7.0,243.89,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6ck5/6ck5_ligand.mol2,riboswitch,TPP
6fz0,2.50,2018,Kd=4.37uM,4.37e-06,KD,5.3595,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_ligand.mol2,936,27,275,105,214,29,0,15,6,5,1,0,0,0,0,0,399.4530000000002,3.0,4.0,9.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6fz0/6fz0_ligand.mol2,riboswitch,SAM_SAH
6dlt,2.90,2018,Kd=59.2uM,5.92e-05,KD,4.2277,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_ligand.mol2,1090,22,320,139,237,35,0,5,0,14,0,0,0,0,0,3,385.0270000000001,1.0,2.0,14.0,7.0,243.89,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6dlt/6dlt_ligand.mol2,riboswitch,TPP
6e84,2.90,2019,Kd=1.4uM,1.4e-06,KD,5.8539,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_ligand.mol2,498,0,148,69,102,15,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e84/6e84_ligand.mol2,aptamer,other_lig
